nama_kelurahan,nama_tempat,type_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat
Jagakarsa,Area Berkah 99 Cuci Mobil & Kafe,cafe,4.7,3,-6.3278751,106.820492,"RT.2/RW.7, Jagakarsa"
Jagakarsa,Kopi tepian,cafe,5,1,-6.326819599999999,106.8203262,"Jalan Raya Jagakarsa No.10j, RT.5/RW.2, Jagakarsa"
Jagakarsa,Shalter team buser,cafe,0,0,-6.3267394,106.8203548,"Jalan Raya Jagakarsa No.10j, RT.5/RW.2, Jagakarsa"
Jagakarsa,Caffe NewPelangi,cafe,0,0,-6.326568099999999,106.8208324,"2, RT.2/RW.7, Jagakarsa"
Jagakarsa,PEMPEK DAN TEKWAN WONG KITO GALO,cafe,4.8,4,-6.326795100000001,106.8214517,"Jalan Raya Jagakarsa No.52b, RT.2/RW.7, Jagakarsa"
Jagakarsa,Shelter P-R-K JAKSEL,cafe,5,1,-6.326794800000001,106.8215141,"Jalan Raya Jagakarsa No.52A, RT.2/RW.7, Jagakarsa"
Jagakarsa,Angkringan Katresnan,cafe,5,3,-6.3268299,106.8215859,"Jalan Raya Jagakarsa No.49, RT.2/RW.7, Jagakarsa"
Jagakarsa,Teguk,cafe,4.8,57,-6.3267349,106.81954,"5, Jalan Raya Jagakarsa No.8A, RT.5/RW.2, Jagakarsa"
Jagakarsa,RDUS,cafe,0,0,-6.328673999999999,106.820724,"Jl. Aselih Blok A No.28, RT.10/RW.1, Jagakarsa"
Jagakarsa,Tentang Kita Jagakarsa,cafe,5,1,-6.3261571,106.8200452,"Jalan Pepaya Raya No.3, RT.2/RW.5, Jagakarsa"
Jagakarsa,"Warung ""Bunda""",cafe,4.8,4,-6.3286908,106.8207276,"Gang Swadaya RT.3/RW.7, Jagakarsa"
Jagakarsa,Es Cappucino Cincau Jagakarsa,cafe,5,1,-6.3260095,106.8201166,"Jalan Raya Jagakarsa No.4, RT.5/RW.2, Jagakarsa"
Jagakarsa,GORENGAN & Warkop Ari,cafe,5,2,-6.3266629,106.8194293,"Jalan Raya Jagakarsa No.8, RT.5/RW.2, Jagakarsa"
Jagakarsa,Warung Pintar Jagakarsa II-1,cafe,0,0,-6.3274211,106.8222886,"Jalan Raya Jagakarsa No.12, RT.1/RW.7, Jagakarsa"
Jagakarsa,HAUS! Jagakarsa Raya,cafe,4.4,97,-6.3264214,106.8195292,"Jalan Raya Jagakarsa No.6b, RT.5/RW.2, Jagakarsa"
Jagakarsa,Warkop Om Warjo Om 6 Jagakarsa,cafe,5,12,-6.3264214,106.8195291,"5, Jalan Raya Jagakarsa No.6b, RT.2/RW.2, Jagakarsa"
Jagakarsa,Warkop Prapto,cafe,4,1,-6.326734699999999,106.8221966,"Jalan Raya Jagakarsa RT.2/RW.7, Jagakarsa"
Jagakarsa,Cordon bleu cafe,cafe,4.5,4,-6.327305799999999,106.8223218,"Jalan Jagakarsa II No.27, RT.1/RW.7, Jagakarsa"
Jagakarsa,Warkop Berkah Big's Family,cafe,4.6,401,-6.3278705,106.822224,"Jalan Jagakarsa II No.60, RT.1/RW.7, Jagakarsa"
Jagakarsa,Jung Coffee Jagakarsa,cafe,4.7,33,-6.3266372,106.8192849,"Jalan Raya Jagakarsa RT.5/RW.2, Jagakarsa"
Jagakarsa,Bc pemburu gofood,cafe,0,0,-6.326677699999999,106.8191753,"Jalan Raya Jagakarsa No.8, RT.5/RW.2, Jagakarsa"
Jagakarsa,WARKOP KAMPOENG,cafe,5,18,-6.326702299999999,106.8223898,"samping pom bensin lama, Jalan Raya Jagakarsa No.5, RT.1/RW.7, Jagakarsa"
Jagakarsa,KBGB JAGKARSA,cafe,5,44,-6.327061199999999,106.8189274,"Jalan Raya Jagakarsa RT.2/RW.5, Jagakarsa"
Jagakarsa,Warkop Abadi,cafe,5,2,-6.327257099999999,106.8188759,"Jalan Raya Jagakarsa No.17, RT.2/RW.2, Jagakarsa"
Jagakarsa,Warkop Ghina,cafe,0,0,-6.3270745,106.8188858,"Jalan Raya Jagakarsa No.17j, RT.2/RW.2, Jagakarsa"
Jagakarsa,Warkop Budi Agen BRILink,cafe,4.3,43,-6.3270745,106.8188858,"Jalan Raya Jagakarsa No.17 J, RT.2/RW.2, Jagakarsa"
Jagakarsa,Warung Kopi Pak Aden,cafe,4.4,20,-6.3270145,106.8188637,"Jalan Raya Jagakarsa RT.2/RW.5, Jagakarsa"
Jagakarsa,Story Coffee,cafe,5,1,-6.327821399999999,106.8226747,"Jalan Raya Jagakarsa No.17, RT.1/RW.7, Jagakarsa"
Jagakarsa,Ngemil Yuuuuk By Alra Kitchen,cafe,5,3,-6.327821399999999,106.8226747,"Jalan Raya Jagakarsa No.17, RT.1/RW.7, Jagakarsa"
Jagakarsa,Kopi Kilat,cafe,5,4,-6.327042199999999,106.822756,"Di dalam SPBU 3412508, 1, Jalan Jagakarsa II No.4, RT.1/RW.7, Jagakarsa"
Jagakarsa,Meg's Grilled Cheese,cafe,4.7,84,-6.3258826,106.8222132,"Jalan Kecapi No.1, RT.9/RW.5, Jagakarsa"
Jagakarsa,warkop Bang Budi,cafe,5,3,-6.328047900000001,106.8188288,"Gang Aren I No.5, RT.5/RW.2, Jagakarsa"
Jagakarsa,Kedai 98 Jagakarsa,cafe,5,1,-6.327998399999999,106.8187785,"Gang Aren I RT.5/RW.2, Jagakarsa"
Jagakarsa,Warkop Sadaya Jangan Lupa Ngopi,cafe,5,5,-6.3275051,106.8185595,"Jalan Raya Jagakarsa RT.5/RW.2, Jagakarsa"
Jagakarsa,warkop gojek CeJe,cafe,5,2,-6.325611599999999,106.822422,"Blok Kecapi, Jalan Kecapi Blok Kecapi No.1, RT.9/RW.5, Jagakarsa"
